"native","primary","early_language","general_1","general_2","stigma_resp_1","stigma_dist_1","stigma_resp_2","stigma_dist_2","stigma_dist_3","stigma_danger","check","stertyp_cmptition_1","stertyp_cmptition_2","concept_1","concept_2","concept_3","stertyp_comp_1","stertyp_warm_1","stertyp_status_1","stertyp_warm_2","stertyp_status_2","stertyp_comp_2","donate_1","donate_2","donate_3","familiar_1","familiar_2","like","like_fr","offens","offens_fr","impression_1","impression_2","impression_3","impression_3_4_TEXT","control_like","control_often","control_preference","empathy_1","empathy_2","empathy_3","political_social","political_econ","experience_1","experience_2","experience_3","demo_age","demo_gender","demo_education","demo_income","SliderOverlapValue","label","ppt_ID"
1,1,1,"People who have either lost their homes or cannot afford one due to circumstances (either external or internal)","Usually they appear tired or disoriented, they aren't confused but seem to be used to living the way they are",3,2,3,4,5,2,2,1,1,4,3,2,3,3,3,2,1,2,35,30,35,4,2,1,"I believe it's just due to familiarity, although I do believe the phrase 'the homeless' has some negative connotations I doubt homeless people have a preference or would prefer a new term",2,"It gives more detail on what could possibly be a circumstance and address the situation rather than a term like 'homeless' which sounds more permanent and categorical","I don't have any strange perceptions or anything, it's basically the only term I hear in daily life and around me so I'm used to it and don't think much about it","It feels like a phrase a business or company/organization would make people use instead to be a bit more politically correct or inclusive but doesn't give off the energy of a genine attempt at change or help but rather to appear more polite in a professional way",2,NA,5,5,2,3,4,5,7,6,NA,NA,1,25,2,3,3,74,"the homeless",165
1,1,1,"I think of people who are homeless, have low income, inconsistent income, and who have barriers towards obtaining and maintaining employment.","I imagine they are quite stressed and are trying to handle many things in their personal lives at once. They likely have one or more young children they have to tend to, and they are either single or in a relationship with someone who is also struggling with executive functioning.",2,3,4,4,4,2,2,1,3,1,3,2,2,4,1,4,1,2,45,45,10,5,3,1,"I think it indicates that they do not have a permanent shelter and my entire life, this population was referred to as the homeless. I will call them whatever they like but the homeless resonates with me because I heard that term my entire life.",2,"I think there's a stigma with being homeless and can be perceived that it is there fault. Housing insecurity alludes that the person has shelter but because of other factors, they are not making enough money to cover their housing expenses.","I am that person so I think it is a generational term (I'm middle aged). I think these people are middle aged or older and use the term as it is what we heard all of our lives, and do not use ""the homeless"" in a derogatory way.","I imagine they are younger and lean more liberal (I also am liberal though). I think they view these individuals as victims of societal failures of capitalism, rather than responsible for their own plight.",2,NA,3,5,3,3,3,4,6,6,NA,NA,1,45,1,6,4,78,"people who experience housing insecurity",166
1,1,1,"I tend to think of the homeless population as people who've had massive misfortune in their lives. Many things can lead to homelessness, such as aging out of foster care, addiction, unexpected job loss, and personal tragedies like natural disasters.","This person will probably be slightly unkempt, depending on their access to showers, razors, and things like that. Probably wearing clothes that may not really go together due to necessity, and maybe hungry.",2,3,5,4,5,3,2,2,2,4,3,4,3,3,2,3,1,2,30,40,30,5,4,2,"I think there's this huge negative, shameful stigma placed on the term ""homeless"" that needs to be worked on. I feel our society views the ""homeless"" as disgusting, unintelligent individuals who don't try to better their situation and would rather panhandle than get a job, and that simply isn't true for the majority. Many people without homes simply experienced something so difficult it was insurmountable and they found themselves unable to afford rent.",2,"Exactly the same reason- the taboo around ""homeless"" people being so derogatory. Housing insecurity is more accurate, because most of these people have had homes or will in the future, but are currently not able to maintain a permanent living situation for a variety of reasons.","At this point, I think this term is just what we've all grown up hearing and using, so it doesn't bother me, but I do thinking housing insecurity is a more sensitive and accurate phrase.","While people using ""homeless"" doesn't bother me, I do gain a little respect for people who use ""housing insecurity"" just because that tells me they've probably put a little effort into better understanding the problem.",2,NA,6,8,3,4,4,2,6,6,NA,1,NA,30,2,5,4,63,"the homeless",167
1,1,1,"I think of people who don’t have a lot of resources. I think of people who are probably struggling to live","He or she is scared and worried about the future. Winter may be coming and that’s another concern with no house to live in",1,1,5,5,5,3,2,3,4,3,4,5,4,4,3,3,1,1,0,100,0,5,4,2,"It’s just a softer way of saying homeless",2,"It describes people experiencing something, it’s not just an adjective “homeless”","I don’t really see them any different or particular way. There’s much worse things to say","I see them as maybe trying to be more mindful of their words",3,NA,4,4,2,4,4,5,3,2,1,NA,NA,36,2,3,2,87,"people who experience housing insecurity",168
1,1,1,"Peoplle who experience housing insecurity are typically people who are poor and living paycheck to paycheck and cannot keep up with the cost of living. It usually brings to mind homelessness and financial destitution and desperation.","This is someone who is struggling financially to afford rent and who may not have a permanent place of residence. They probably lack a lot of material possessions from not having somewhere you keep them. They may be struggling to afford food and other necessities and be living in a car, shelter, or outside.",2,1,4,5,5,2,2,1,1,2,3,3,3,4,3,3,1,2,50,25,25,5,5,2,"I think it encompasses the experience of not having a secure place of residence better than homelessness. I think housing insecurity can involve periods of time where someone may have somewhere indoors to reside but that’s temporary and tenuous. Whereas homelessness brings forth the image of someone who only lives outside, in tents, or whatnot.",2,"I think homelessness has a negative connotation that’s unfair but hard to divorce from the word.","I might questi9n what their preconceptions about homelessness are. I might wonder what connotation their using that word in, and wonder if their perception of homeless people is one that aligns with mine or not.","I would think that they are probably more class conscious than people that use the word “homeless”. I would also consider them to maybe be more on the liberal leaning.",2,NA,5,5,3,3,4,3,7,7,1,NA,NA,32,3,3,1,64,"people who experience housing insecurity",169
1,1,1,"People that might be on minimum wage and are unable to afford a home","They are just like anyone else. Working hard to get by on a daily basis.",2,2,4,5,5,1,2,1,1,3,2,3,4,4,3,4,1,1,25,50,25,4,1,2,"I did not realize they were the same thing.",2,"The homeless make it sound like someone is not clean or unable to take care of themselves","I think they use it because that term has been around a long time","I don't think much of it. It just a better term",2,NA,2,8,3,4,4,1,1,1,NA,NA,1,64,2,2,3,49,"people who experience housing insecurity",170
1,1,1,"they do not work enough hours","they are not very active or imaganitve",5,3,3,3,4,1,2,5,3,4,3,3,2,2,2,2,1,1,0,100,0,4,1,1,"it is just simple and most people know it.",1,"first of all they are homeless stop try to sugar coat a problem with extra words to easy a terrible situation. straight and to the point is best","that they are without a place to live","stupid and not wanting to be aware of their situation",3,NA,1,1,2,3,3,3,1,1,NA,NA,1,55,2,3,3,75,"people who experience housing insecurity",171
1,1,1,"The low class of people of which there annual income is below $15,000","The person works from shift to shift with little to no penny to show for it.",2,3,2,2,3,2,2,4,2,3,3,3,3,4,3,3,2,3,40,40,20,4,4,2,"The term homeless make it looks more attacking.",2,"The choice of words when it comes to addressing lots of people matters and just has said in the last response the term 'Homeless' is more offensive.","The person is so blunt and doesn't care about others feelings","The person is more liberal, tactical and have a high emotional intelligence.",2,NA,6,8,3,4,3,2,6,4,1,NA,NA,37,1,5,3,48,"people who experience housing insecurity",172
1,1,1,"Employment issues. Education issues. Mental health issues. Unfortunate. Need assistance.","Unhappy, in need of basic day-to-day items (in addition to housing). Lacking employable attributes (e.g., education, language skills).",3,4,4,3,3,3,2,1,1,4,3,2,3,3,1,3,1,2,50,50,0,2,4,1,"It's accurate and succinct",1,"It's a declarative term that's accurate. Couching it in descriptive changes doesn't change anything.","The term is accurate. Making the language ""nicer"" is offensive. It's like referring to Illegal aliens as immigrants, trying to cover up the fact that they're here against the law.","Phony, thinking that ""being nice"" in language changes reality.",1,NA,3,3,2,3,3,5,3,3,NA,NA,1,78,2,5,4,50,"the homeless",173
1,1,1,"I think of people who are either out of a job, have disabilities, have a lower paying job without guaranteed hours, or those who ran into some sort of tragedy. Obviously there are other people that experience housing insecurity, but much of housing insecurity comes from income insecurity, health related costs and debt, and those with mental and physical health issues.","I grew up in a community where housing insecurity is common, so for me this is someone who worked in customer service or in a manufacturing role for one of the larger companies around my town.",2,1,5,5,1,1,2,2,1,1,2,2,3,4,2,3,1,1,50,50,0,4,3,2,"""Homeless"" has a stigma that might prevent people from getting the help that they need. Even though I don't like the term ""People who experience housing insecurity"" because it feels more like regarding  people as a case study rather than people, it does humanize people better than ""homeless"". On top of that, the terms don't cover the same group of people in the first place.",2,"This term helps to humanize the people effected. ""Homeless"" has some negative connotations to most people.","I don't perceive them any different. ""The homeless"" is a common term and people who use it might not necessarily be meaning to use a charged term.","This term feels pretentious. Even though the term might be socially better, if someone uses this term to describe real people then I might see them as pretentious or with a bit of a savior complex",2,NA,4,5,2,3,3,2,6,6,1,1,NA,22,1,3,1,30,"people who experience housing insecurity",174
